City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Thinadhoo,MV,0.5333,72.9333,84.22,68,100,7.45,overcast clouds
348,Kurkino,RU,53.4257,38.6582,43.57,77,97,7.23,overcast clouds
349,Rancho Palos Verdes,US,33.7445,-118.387,58.39,83,0,3.0,clear sky
350,Camopi,GF,3.1655,-52.3158,79.09,93,100,4.85,overcast clouds
351,Kuching,MY,1.55,110.3333,78.22,94,40,5.01,scattered clouds
352,Juneau,US,58.3019,-134.4197,32.22,75,0,8.05,clear sky
353,Alcaniz,ES,41.05,-0.1333,68.4,46,9,8.12,clear sky
354,Kendari,ID,-3.945,122.4989,76.68,90,82,1.36,broken clouds
355,Sao Joaquim,BR,-28.2939,-49.9317,54.48,83,72,7.31,broken clouds
356,Vila Velha,BR,-20.3297,-40.2925,87.75,78,20,9.22,few clouds
357,Playas,EC,-2.6333,-80.3833,75.25,78,100,4.85,overcast clouds
358,Dingle,PH,10.9995,122.6711,76.42,89,95,2.86,overcast clouds
359,Neijiang,CN,29.5835,105.0622,61.63,93,100,5.99,light rain
360,Hami,CN,42.8,93.45,56.52,17,11,12.19,few clouds
361,Along,IN,28.1667,94.7667,68.4,99,100,0.34,overcast clouds
362,Nome,US,64.5011,-165.4064,34.16,93,100,12.66,light rain
363,Villa Del Rosario,CO,7.8339,-72.4742,79.18,78,40,11.5,haze
364,Novosheshminsk,RU,55.0651,51.2338,49.87,90,100,14.25,overcast clouds
365,Kasongo-Lunda,CD,-6.4667,16.8167,77.9,89,100,2.64,light rain
366,Waitati,NZ,-45.75,170.5667,55.8,80,59,3.56,broken clouds
367,Vestmannaeyjar,IS,63.4427,-20.2734,47.39,100,100,29.93,moderate rain
368,Katsuura,JP,35.1333,140.3,52.88,90,100,18.14,overcast clouds
369,Belaya Gora,RU,68.5333,146.4167,-13.29,100,48,2.44,scattered clouds
370,San Cristobal,VE,7.7669,-72.225,73.58,57,100,8.19,overcast clouds
371,Grindavik,IS,63.8424,-22.4338,49.95,100,100,31.07,light intensity drizzle rain
372,Pato Branco,BR,-26.2286,-52.6706,64.4,77,83,9.4,broken clouds
373,Yarmouth,US,41.7057,-70.2286,57.96,89,100,10.36,mist
374,Kedrovyy,RU,56.1667,91.8167,30.87,88,9,4.25,clear sky
375,Funtua,NG,11.5233,7.3081,93.88,26,99,12.5,overcast clouds
376,Vardo,NO,70.3705,31.1107,32.5,80,37,2.48,scattered clouds
377,Rosarito,MX,32.3333,-117.0333,57.25,64,96,4.43,overcast clouds
378,Teknaf,BD,20.8624,92.3058,80.22,83,14,4.43,few clouds
379,Fenyi,CN,27.8112,114.6681,58.57,70,23,3.56,few clouds
380,Xinzhi,CN,36.4989,111.7047,52.86,70,66,2.77,broken clouds
381,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,76,20,18.41,few clouds
382,Meihekou,CN,42.5272,125.6753,46.9,37,100,10.6,overcast clouds
383,Hermosillo,MX,29.0667,-110.9667,67.24,27,87,3.38,overcast clouds
384,Shebekino,RU,50.4097,36.9136,53.02,76,93,12.77,overcast clouds
385,Barkot,IN,30.8167,78.2,60.85,53,71,5.5,broken clouds
386,Fort Smith,US,35.3859,-94.3986,53.19,61,0,5.75,clear sky
387,Oiso,JP,35.3031,139.3028,53.1,86,100,10.94,light rain
388,West Point,US,33.6076,-88.6503,57.36,82,100,8.05,overcast clouds
389,Torrington,US,41.8007,-73.1212,71.78,72,99,1.01,overcast clouds
390,Maralal,KE,1.0968,36.698,71.53,51,100,17.27,overcast clouds
391,Barcelos,PT,41.5388,-8.6151,73.92,53,37,7.94,scattered clouds
392,Ahipara,NZ,-35.1667,173.1667,55.22,80,0,3.89,clear sky
393,Amritsar,IN,31.6331,74.8656,91.22,20,75,3.44,dust
394,Pangnirtung,CA,66.1451,-65.7125,-7.6,77,40,4.61,scattered clouds
395,Nanortalik,GL,60.1432,-45.2371,34.34,87,57,4.88,broken clouds
396,Beringovskiy,RU,63.05,179.3167,30.56,98,100,15.7,snow
397,Ledyard,US,41.4398,-72.0142,63.05,76,40,8.05,scattered clouds
398,Nouadhibou,MR,20.931,-17.0347,65.34,79,0,25.72,clear sky
399,Nushki,PK,29.5542,66.0215,80.44,5,0,9.19,clear sky
400,Beyneu,KZ,45.3167,55.2,62.08,35,99,12.37,overcast clouds
401,Lorengau,PG,-2.0226,147.2712,81.97,77,41,8.88,scattered clouds
402,Hualmay,PE,-11.0964,-77.6139,70.0,75,45,9.95,scattered clouds
403,Zolotukhino,RU,52.0842,36.3772,48.61,71,99,9.37,overcast clouds
404,Mathathane,BW,-22.2687,28.7495,86.59,32,100,1.48,overcast clouds
405,Jiaojiang,CN,28.6803,121.4428,63.0,85,93,12.82,overcast clouds
406,Abashiri,JP,44.0213,144.2697,38.95,74,100,9.95,overcast clouds
407,Ascension,US,30.2169,-90.9001,68.07,74,0,5.75,clear sky
408,Marawi,PH,7.9986,124.2928,69.04,94,100,2.44,overcast clouds
409,Luanshya,ZM,-13.1367,28.4166,72.18,87,93,3.42,moderate rain
410,Narsaq,GL,60.9167,-46.05,46.62,78,30,5.37,scattered clouds
411,Pevek,RU,69.7008,170.3133,6.21,92,100,2.28,overcast clouds
412,Makakilo City,US,21.3469,-158.0858,72.01,71,0,6.91,clear sky
413,Christchurch,NZ,-43.5333,172.6333,51.91,89,14,2.3,few clouds
414,Chuy,UY,-33.6971,-53.4616,67.48,41,1,11.39,clear sky
415,Iqaluit,CA,63.7506,-68.5145,-5.31,70,20,16.11,few clouds
416,Bilibino,RU,68.0546,166.4372,14.47,91,100,4.88,overcast clouds
417,Knysna,ZA,-34.0363,23.0471,63.66,89,100,7.72,light rain
418,Dukat,RU,62.55,155.55,7.25,96,100,4.16,light snow
419,Muzhi,RU,65.3667,64.6667,34.84,99,100,7.94,overcast clouds
420,Safaga,EG,26.7292,33.9365,77.56,43,0,18.86,clear sky
421,Sistranda,NO,63.7256,8.834,44.56,72,7,16.87,clear sky
422,Taldan,RU,53.6667,124.8,28.63,72,100,4.45,overcast clouds
423,Hammerfest,NO,70.6634,23.6821,36.05,60,20,12.66,light rain
424,Pangody,RU,65.85,74.4859,34.21,99,100,13.58,overcast clouds
425,Saurimo,AO,-9.6608,20.3916,86.32,51,40,5.75,scattered clouds
426,Abu Dhabi,AE,24.4667,54.3667,96.91,31,0,9.22,clear sky
427,Husavik,IS,66.0449,-17.3389,43.79,88,100,12.33,overcast clouds
428,Verkhoyansk,RU,67.5447,133.385,-0.06,100,86,4.05,overcast clouds
429,Yerofey Pavlovich,RU,53.9667,121.9667,28.26,74,100,5.08,overcast clouds
430,Roquetas De Mar,ES,36.7642,-2.6148,62.62,82,62,11.72,broken clouds
431,Caravelas,BR,-17.7125,-39.2481,89.83,52,10,8.97,clear sky
432,Shenjiamen,CN,29.9576,122.298,56.19,92,100,20.92,overcast clouds
433,Erzin,TR,36.9559,36.2,61.63,42,6,1.95,clear sky
434,Lennec,PH,15.6835,120.7338,77.99,76,33,3.85,scattered clouds
435,Brae,GB,60.3964,-1.353,46.8,65,76,10.09,broken clouds
436,Isfana,KG,39.8386,69.5306,59.56,50,1,2.24,clear sky
437,Port Augusta,AU,-32.5,137.7667,66.63,68,92,2.98,overcast clouds
438,Safford,US,32.834,-109.7076,61.11,15,0,4.61,clear sky
439,Ekhabi,RU,53.5102,142.9671,19.63,95,55,7.61,broken clouds
440,Termoli,IT,41.9888,14.9895,65.79,61,95,6.11,overcast clouds
441,Stare Mesto,CZ,50.087,14.4202,70.61,41,0,7.0,clear sky
442,Merauke,ID,-8.4667,140.3333,78.96,88,87,8.68,overcast clouds
443,Socorro,US,31.6546,-106.3033,59.88,10,20,5.75,few clouds
444,Tula,RU,54.2044,37.6111,48.58,49,6,10.87,clear sky
445,Ust-Maya,RU,60.4167,134.5333,8.76,97,61,2.93,broken clouds
446,Krasnoborsk,RU,61.5598,45.934,34.12,86,100,3.49,overcast clouds
447,Pakxan,LA,18.3778,103.6601,83.35,42,1,1.41,clear sky
448,Santo Amaro Das Brotas,BR,-10.7889,-37.0544,89.06,44,10,9.24,clear sky
449,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,84.88,63,25,9.08,scattered clouds
450,Segou,ML,13.4317,-6.2157,105.91,11,55,4.43,broken clouds
451,Manadhoo,MV,5.7667,73.3833,84.6,70,100,11.03,overcast clouds
452,Aksehir,TR,38.3575,31.4164,52.59,32,0,3.18,clear sky
453,Steinbach,DE,50.1667,8.5667,70.09,57,20,5.75,few clouds
454,Xai-Xai,MZ,-25.0519,33.6442,79.81,77,39,9.75,scattered clouds
455,Tomatlan,MX,19.9333,-105.25,80.1,45,53,2.44,broken clouds
456,Gustrow,DE,53.7972,12.1734,61.12,55,75,10.36,broken clouds
457,Auka,HN,14.9333,-83.8333,83.61,66,75,5.21,broken clouds
458,North Platte,US,41.1239,-100.7654,29.12,41,0,23.02,clear sky
459,Constitucion,CL,-35.3333,-72.4167,63.36,52,0,7.61,clear sky
460,Antipovka,RU,49.8299,45.3122,44.02,85,100,19.1,overcast clouds
461,Olafsvik,IS,64.8945,-23.7142,43.86,95,100,18.19,moderate rain
462,Fairbanks,US,64.8378,-147.7164,32.81,70,0,5.75,clear sky
463,Zalantun,CN,48.0,122.7167,39.9,29,64,10.58,broken clouds
464,Santa Rosalia,MX,27.3167,-112.2833,68.45,22,27,2.84,scattered clouds
465,Storforshei,NO,66.4043,14.5233,40.78,48,0,10.36,clear sky
466,Guerrero Negro,MX,27.9769,-114.0611,61.66,68,56,11.88,broken clouds
467,Limon,CR,10.0,-83.0333,82.29,74,0,4.61,clear sky
468,Lewisporte,CA,49.2499,-55.0482,35.31,85,100,9.4,overcast clouds
469,Benguela,AO,-12.5763,13.4055,82.27,74,94,8.32,overcast clouds
470,Sulangan,PH,11.1373,123.7228,81.68,77,26,5.01,scattered clouds
471,Margate,GB,51.3813,1.3862,54.0,82,100,8.19,overcast clouds
472,Waingapu,ID,-9.6567,120.2641,79.66,82,17,3.53,few clouds
473,Manbij,SY,36.5281,37.9549,61.14,27,0,4.23,clear sky
474,Auki,SB,-8.7676,160.7034,77.32,88,11,4.14,few clouds
475,Atyrau,KZ,47.1167,51.8833,57.22,33,40,15.66,scattered clouds
476,Shahr-E Kord,IR,32.3256,50.8644,65.97,22,40,11.5,scattered clouds
477,Faya,SA,18.3851,42.4509,78.91,34,0,8.99,clear sky
478,Tiarei,PF,-17.5333,-149.3333,75.22,75,17,19.17,light rain
479,Cayenne,GF,4.9333,-52.3333,84.24,1,75,17.27,broken clouds
480,Hamilton,US,39.1834,-84.5333,51.22,59,0,9.22,clear sky
481,Sorland,NO,67.667,12.6934,39.16,67,37,7.36,scattered clouds
482,Broome,US,42.2506,-75.833,74.08,50,0,14.97,clear sky
483,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,47,0,13.42,clear sky
484,Soyo,AO,-6.1349,12.3689,81.75,78,96,10.92,overcast clouds
485,Carmarthen,GB,51.8555,-4.3054,61.9,83,100,7.87,overcast clouds
486,Korla,CN,41.7597,86.1469,65.8,24,91,4.03,overcast clouds
487,Kondinskoye,RU,59.6481,67.41,37.83,100,100,4.12,overcast clouds
488,Lublin,PL,51.0,23.0,65.79,46,100,6.62,overcast clouds
489,Ixtapa,MX,20.7,-105.2,79.21,46,96,2.44,overcast clouds
490,Ouadda,CF,8.0777,22.4007,95.63,23,90,0.31,overcast clouds
491,Wad Rawah,SD,15.1603,33.1397,104.36,13,93,11.79,overcast clouds
492,Lagunas,PE,-5.2269,-75.6753,85.15,63,79,2.57,broken clouds
493,Oia,PT,40.5426,-8.5386,75.81,80,58,10.33,broken clouds
494,Nantucket,US,41.2835,-70.0995,57.31,88,100,12.66,overcast clouds
495,Zabol,AF,32.25,67.25,69.55,11,0,10.78,clear sky
496,Salina,US,38.8403,-97.6114,42.03,40,0,8.99,clear sky
497,Palu,ID,-0.8917,119.8707,76.87,95,100,2.53,overcast clouds
498,Eyl,SO,7.9803,49.8164,84.06,69,17,12.73,few clouds
499,Labuan,MY,5.2767,115.2417,79.16,94,20,0.0,few clouds
500,Djougou,BJ,9.7085,1.666,96.89,30,98,11.34,overcast clouds
501,Lieksa,FI,63.3167,30.0167,36.09,96,100,7.54,light rain
502,Corinth,GR,37.9407,22.9573,71.42,39,27,1.01,scattered clouds
503,Yerbogachen,RU,61.2767,108.0108,33.89,91,100,15.43,light snow
504,Xining,CN,36.6167,101.7667,40.39,85,96,6.38,overcast clouds
505,Gimli,CA,50.6336,-96.9907,19.42,93,100,29.93,overcast clouds
506,Severobaykalsk,RU,55.65,109.3167,24.51,90,100,4.68,overcast clouds
507,Evensk,RU,61.95,159.2333,23.52,91,100,6.58,overcast clouds
508,Marrakesh,MA,31.6315,-8.0083,77.07,23,0,8.05,clear sky
509,Marsabit,KE,2.3284,37.9899,74.32,58,100,12.44,light rain
510,Natal,BR,-5.795,-35.2094,88.02,66,40,10.36,scattered clouds
511,Donegal,IE,54.65,-8.1167,57.25,87,100,8.81,overcast clouds
512,Nadapuram,IN,11.7,75.6667,78.51,89,98,2.55,overcast clouds
513,Mirnyy,RU,62.5353,113.9611,30.24,100,99,7.0,overcast clouds
514,Amapa,BR,1.0,-52.0,81.14,81,92,4.05,overcast clouds
515,Skelleftea,SE,64.7507,20.9528,43.16,52,40,6.91,scattered clouds
516,Flin Flon,CA,54.7682,-101.865,10.24,52,100,16.11,overcast clouds
517,Giyani,ZA,-23.3025,30.7187,88.03,30,100,5.03,overcast clouds
518,Xiuyan,CN,40.2928,123.2744,50.81,48,88,6.55,overcast clouds
519,Svetlaya,RU,46.5389,138.3297,32.76,84,86,6.11,overcast clouds
520,Santa Rosa,PH,14.3122,121.1114,84.18,77,29,4.25,scattered clouds
521,Rio Gallegos,AR,-51.6226,-69.2181,55.45,62,0,3.44,clear sky
522,Ebebiyin,GQ,2.1511,11.3353,79.0,68,99,2.44,light rain
523,Ishigaki,JP,24.3448,124.1572,73.53,78,75,14.97,broken clouds
524,Ginda,IN,30.6945,78.4932,57.04,48,55,7.72,broken clouds
525,Turukhansk,RU,65.8167,87.9833,32.67,98,100,7.65,overcast clouds
526,Eskil,TR,38.4017,33.4131,52.47,29,3,4.23,clear sky
527,Bonnyville,CA,54.2668,-110.735,11.52,85,100,9.35,overcast clouds
528,Wangaratta,AU,-36.3667,146.3333,57.9,93,93,4.61,overcast clouds
529,Bahia Blanca,AR,-38.7196,-62.2724,64.44,46,0,5.57,clear sky
530,Keizer,US,44.9901,-123.0262,38.01,87,100,6.91,overcast clouds
531,Maizuru,JP,35.45,135.3333,54.55,98,100,6.2,light rain
532,Manga,BF,11.6636,-1.0731,104.74,17,59,2.37,broken clouds
533,Arandis,NA,-22.4167,14.9667,76.33,30,0,9.04,clear sky
534,Mount Isa,AU,-20.7333,139.5,71.37,40,41,0.0,light rain
535,Araouane,ML,18.9048,-3.5265,100.94,6,6,14.0,clear sky
536,Armidale,AU,-30.5167,151.65,49.12,88,69,7.23,broken clouds
537,Puerto Escondido,MX,15.85,-97.0667,84.49,63,19,4.68,few clouds
538,Kampot,KH,10.6167,104.1833,82.45,84,39,6.87,scattered clouds
539,Goderich,CA,43.7501,-81.7165,42.91,81,69,13.8,broken clouds
540,Hofn,IS,64.2539,-15.2082,46.42,93,100,25.32,drizzle rain
541,Nelson Bay,AU,-32.7167,152.15,60.1,95,15,6.08,few clouds
542,Litovko,RU,49.2361,135.1742,27.75,75,1,8.77,clear sky
543,Mago,RU,53.2514,140.1822,17.38,98,42,1.34,scattered clouds
544,Acarau,BR,-2.8856,-40.12,84.15,70,91,7.49,overcast clouds
545,Zakamensk,RU,50.3741,103.2863,23.61,76,11,2.51,few clouds
546,Gayny,RU,60.3071,54.3241,35.13,92,100,4.72,overcast clouds
547,Danville,US,36.586,-79.395,73.44,75,0,7.0,clear sky
548,Matay,EG,28.419,30.7792,83.32,12,2,20.02,clear sky
549,Alamogordo,US,32.8995,-105.9603,62.56,11,0,11.5,clear sky
550,Ikorodu,NG,6.6191,3.5041,89.56,62,82,11.7,broken clouds
551,La Romana,DO,18.4273,-68.9728,82.76,61,40,9.22,scattered clouds
552,Deputatskiy,RU,69.3,139.9,-11.58,100,100,2.15,overcast clouds
553,Payo,ID,-3.7508,103.6372,73.31,98,99,2.98,overcast clouds
554,Lucapa,AO,-8.4192,20.7447,78.44,74,100,3.87,overcast clouds
555,Fortuna,US,40.5982,-124.1573,46.92,96,100,0.0,overcast clouds
556,Sao Caetano De Odivelas,BR,-0.75,-48.02,85.19,70,84,5.7,broken clouds
557,Grand Gaube,MU,-20.0064,57.6608,80.38,77,12,10.0,few clouds
558,Samarai,PG,-10.6167,150.6667,82.51,78,100,10.96,overcast clouds
559,Malkangiri,IN,18.35,81.9,91.72,30,94,3.96,overcast clouds
560,Pombas,CV,17.1503,-25.0201,74.98,73,9,14.54,clear sky
561,Baiyin,CN,36.5583,104.2081,44.76,67,100,8.14,overcast clouds
562,Kloulklubed,PW,7.0419,134.2556,83.07,76,100,11.5,overcast clouds
563,Lamar,US,33.6668,-95.5836,59.99,54,0,9.22,clear sky
564,Teahupoo,PF,-17.8333,-149.2667,69.76,75,27,18.75,light rain
565,Cozumel,MX,20.5083,-86.9458,84.94,79,93,11.01,overcast clouds
566,Barra Do Garcas,BR,-15.89,-52.2567,88.38,62,20,4.61,few clouds
567,Estelle,US,29.8458,-90.1067,68.0,82,100,8.05,overcast clouds
568,Upington,ZA,-28.4478,21.2561,88.18,20,0,9.22,clear sky
569,Cairns,AU,-16.9167,145.7667,76.95,78,75,12.66,light rain
570,Norilsk,RU,69.3535,88.2027,27.43,89,100,5.19,overcast clouds
571,Bang Saphan,TH,11.2126,99.5117,79.48,77,6,5.95,clear sky
572,Tual,ID,-5.6667,132.75,83.95,74,84,6.26,broken clouds
573,Malmesbury,ZA,-33.4608,18.7271,62.78,60,100,13.09,overcast clouds
574,Governador Dix-Sept Rosado,BR,-5.4577,-37.5209,91.24,47,81,4.7,broken clouds
575,Sokoni,TZ,-6.4333,39.55,82.26,82,100,7.81,moderate rain
576,Saryg-Sep,RU,51.5,95.6,29.98,61,0,4.83,clear sky
577,Manggar,ID,-2.8833,108.2667,82.27,70,43,5.5,scattered clouds
578,Koslan,RU,63.4564,48.8989,31.68,78,99,6.73,overcast clouds
579,Port-Gentil,GA,-0.7193,8.7815,82.33,74,69,9.42,light rain
580,Balkhash,KZ,46.844,74.9804,54.99,31,69,1.81,broken clouds
581,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.96,61,0,6.91,clear sky
582,Areosa,PT,41.7178,-8.8571,62.92,66,8,10.58,clear sky
583,Honiara,SB,-9.4333,159.95,77.05,88,11,4.74,few clouds
584,Monrovia,LR,6.3005,-10.7969,83.7,74,26,10.16,light rain
585,Bowen,AU,-20.0167,148.2333,75.09,75,6,14.45,clear sky
586,Whitefish,US,48.4111,-114.3376,22.1,58,40,13.8,scattered clouds
587,Jiaozuo,CN,35.2397,113.2331,55.63,50,92,4.7,overcast clouds
588,Najran,SA,17.4924,44.1277,95.65,12,99,11.5,overcast clouds
589,Vyazemskiy,RU,47.5378,134.7525,31.6,66,19,3.76,few clouds
590,Dudinka,RU,69.4058,86.1778,27.63,96,100,6.71,overcast clouds
591,Moose Factory,CA,51.2585,-80.6094,31.98,86,100,21.85,overcast clouds
592,Aguimes,ES,27.9054,-15.4461,71.65,53,20,32.21,few clouds
593,Machaneng,BW,-23.1862,27.4886,82.76,35,99,5.64,overcast clouds
594,Tagbilaran,PH,9.6475,123.8556,80.53,80,100,4.29,overcast clouds
595,Rurrenabaque,BO,-14.4413,-67.5278,75.09,88,100,6.91,overcast clouds
596,Nara,JP,34.6851,135.8049,61.5,92,100,3.71,light rain
597,Townsville,AU,-19.25,146.8,76.08,73,58,6.91,broken clouds
598,Dawlatabad,AF,36.4141,64.9053,80.06,16,12,7.36,few clouds
599,Ust-Tsilma,RU,65.441,52.1498,29.46,79,99,10.83,overcast clouds
600,Gizo,SB,-8.103,156.8419,82.38,74,69,4.97,broken clouds
601,Caslav,CZ,49.911,15.3897,73.09,35,0,5.01,clear sky
602,Synya,RU,65.3718,58.0387,30.61,78,97,11.7,overcast clouds
603,Vilkija,LT,55.05,23.5833,64.33,48,100,8.9,overcast clouds
604,Yazykovo,RU,55.2199,56.1353,57.9,80,100,8.77,overcast clouds
605,Ennis,IE,52.8436,-8.9864,55.33,76,75,12.66,broken clouds
606,Bose,IT,45.4612,8.0137,74.25,28,68,4.5,broken clouds
607,Muisne,EC,0.6,-80.0333,78.37,82,96,8.01,overcast clouds
608,Seoul,KR,37.5683,126.9778,53.17,48,0,8.05,clear sky
609,Miri,MY,4.4148,114.0089,78.94,94,20,1.14,few clouds
610,Paita,PE,-5.0892,-81.1144,72.9,71,61,12.28,broken clouds
611,Maues,BR,-3.3836,-57.7186,79.74,89,100,5.28,overcast clouds
612,Nador,MA,35.174,-2.9287,66.27,63,20,8.05,few clouds
613,Manzhouli,CN,49.6,117.4333,37.74,34,92,15.84,overcast clouds
614,Shumskiy,RU,54.8318,99.1328,32.45,74,79,3.74,broken clouds
615,Matamoros,MX,25.5333,-103.25,73.71,10,38,2.04,scattered clouds
616,Mount Gambier,AU,-37.8333,140.7667,57.11,67,99,0.0,overcast clouds
617,Akdepe,TM,42.0551,59.3788,87.89,23,100,12.57,overcast clouds
618,Teloloapan,MX,18.35,-99.85,76.82,31,85,0.89,overcast clouds
619,Okhotsk,RU,59.3833,143.3,10.99,87,13,8.05,few clouds
620,Same,TZ,-4.0667,37.7333,77.2,66,61,5.99,light rain
621,Oranjemund,NA,-28.55,16.4333,62.35,83,22,18.32,few clouds
622,Isangel,VU,-19.55,169.2667,78.89,82,84,6.46,broken clouds
623,San Jeronimo,PE,-11.9472,-75.2829,57.16,59,33,1.88,scattered clouds
624,Preobrazheniye,RU,42.9019,133.9064,38.5,65,98,3.78,overcast clouds
625,Pingliang,CN,35.5392,106.6861,42.85,89,100,4.85,moderate rain
626,Chiang Mai,TH,18.75,99.0,93.9,49,20,8.05,few clouds
627,Landskrona,SE,55.8708,12.8302,57.18,82,99,5.14,light rain
628,Srednekolymsk,RU,67.45,153.6833,7.38,96,100,8.63,light snow
629,Beruwala,LK,6.4788,79.9828,81.68,81,33,6.64,scattered clouds
630,Nanakuli,US,21.3906,-158.1547,73.45,77,54,12.77,broken clouds
631,Port Hueneme,US,34.1478,-119.1951,59.68,62,0,1.59,clear sky
632,Watsa,CD,3.0372,29.5355,69.26,86,100,4.68,light rain
633,Popondetta,PG,-8.7537,148.2534,74.25,91,100,2.86,overcast clouds
634,Menongue,AO,-14.6585,17.691,72.9,71,95,3.22,light rain
635,Fort Nelson,CA,58.8053,-122.7002,0.99,71,0,0.0,clear sky
636,Simao,CN,22.7886,100.9748,74.14,39,61,1.01,broken clouds
637,Takoradi,GH,4.8845,-1.7554,85.03,70,100,11.99,light rain
638,Irtyshskiy,RU,58.3333,68.1333,44.01,99,61,5.28,broken clouds
639,Puerto Baquerizo Moreno,EC,-0.9,-89.6,77.99,83,20,13.8,few clouds
640,Atagay,RU,55.1033,99.3875,28.65,88,76,3.4,broken clouds
641,Ust-Nera,RU,64.5667,143.2,-4.68,100,85,0.6,overcast clouds
642,Port Pirie,AU,-33.1833,138.0167,66.29,38,100,8.52,overcast clouds
643,Midland,US,31.9974,-102.0779,66.69,13,0,5.75,clear sky
644,Wuzhou,CN,23.4833,111.3167,71.29,69,0,4.21,clear sky
645,Ketchikan,US,55.3422,-131.6461,28.87,64,0,0.0,clear sky
646,Tsabong,BW,-26.0217,22.401,84.67,18,0,9.28,clear sky
647,Ugoofaaru,MV,5.6667,73.0,84.38,71,100,10.56,overcast clouds
648,Hornepayne,CA,49.2138,-84.7705,31.73,90,100,12.64,light snow
649,Oranjestad,AW,12.524,-70.027,84.15,65,75,27.63,broken clouds
650,Bergama,TR,39.1207,27.1805,62.8,40,0,10.58,clear sky
651,Yazman,PK,29.1212,71.7446,92.86,6,1,7.16,clear sky
652,West Bay,KY,19.3667,-81.4167,86.07,78,40,8.05,scattered clouds
653,Williston,US,48.147,-103.618,21.04,84,100,11.99,overcast clouds
654,Porto Novo,BJ,6.4965,2.6036,84.02,61,100,9.64,overcast clouds
655,Myaundzha,RU,63.0494,147.1858,-8.32,90,74,4.0,broken clouds
656,Ostrovnoy,RU,68.0531,39.5131,27.21,85,100,6.24,overcast clouds
657,Yatou,CN,37.15,122.3833,46.92,63,94,6.13,overcast clouds
658,Asfi,MA,32.2994,-9.2372,67.28,65,0,27.13,clear sky
659,Gasa,PS,31.5,34.4667,68.88,53,0,18.68,clear sky
660,Holiday,US,28.1878,-82.7395,81.14,77,9,3.0,clear sky
661,Mosetse,BW,-20.75,26.65,83.8,34,100,4.0,overcast clouds
662,Emerald,AU,-23.5333,148.1667,71.74,73,2,12.66,clear sky
663,Vrangel,RU,42.7297,133.0839,39.51,63,100,5.03,overcast clouds
664,Luwuk,ID,-0.9516,122.7875,79.14,86,99,2.19,overcast clouds
665,Leh,IN,34.1667,77.5833,38.7,42,13,5.48,few clouds
666,Flinders,AU,-34.5833,150.8552,65.37,83,22,3.0,few clouds
667,Sioux Lookout,CA,50.1001,-91.917,23.07,86,100,6.91,overcast clouds
668,Discovery Bay,US,37.9085,-121.6002,54.48,72,100,5.75,overcast clouds
669,Bahir Dar,ET,11.5936,37.3908,80.37,34,96,7.81,overcast clouds
670,Iquique,CL,-20.2208,-70.1431,69.84,63,22,6.31,few clouds
671,Senneterre,CA,48.3835,-77.2328,40.51,94,100,13.87,light rain
672,Lafia,NG,8.4833,8.5167,96.94,35,88,5.84,overcast clouds
673,Palmer,US,42.1584,-72.3287,65.64,63,75,5.75,broken clouds
674,Yiyang,CN,28.5892,112.3283,52.88,94,100,10.02,light rain
675,Olga,RU,43.7444,135.2892,36.41,70,100,3.04,overcast clouds
676,Mazatan,MX,14.8667,-92.45,85.66,58,92,6.51,overcast clouds
677,Anadyr,RU,64.75,177.4833,30.7,92,75,24.61,light snow
678,Whitley Bay,GB,55.0397,-1.4471,60.82,77,20,8.05,few clouds
679,Saint-Leu,RE,-21.15,55.2833,77.86,82,87,7.02,overcast clouds
680,Micoud,LC,13.8167,-60.9,84.18,65,40,24.16,scattered clouds
681,Jiuquan,CN,39.7432,98.5174,51.89,9,1,4.74,clear sky
682,North Bend,US,43.4065,-124.2243,39.24,99,20,9.22,few clouds
683,Hervey Bay,AU,-25.2986,152.8535,64.02,84,18,11.99,few clouds
684,Boyolangu,ID,-8.1181,111.8935,76.1,88,90,1.68,overcast clouds
685,Rock Springs,US,41.5875,-109.2029,29.23,61,100,6.91,overcast clouds
686,Sri Aman,MY,1.2376,111.4621,80.65,89,93,0.0,light rain
687,Nishihara,JP,26.1842,127.7558,72.68,89,75,8.05,broken clouds
688,Mukhen,RU,48.1,136.1,28.74,77,3,4.74,clear sky
689,Azle,US,32.8951,-97.5459,62.89,48,0,5.99,clear sky
690,Linjiang,CN,41.8069,126.9078,44.98,67,97,3.0,overcast clouds
691,Tessalit,ML,20.1986,1.0114,100.0,6,9,22.15,clear sky
692,Pacific Grove,US,36.6177,-121.9166,52.66,73,88,3.0,overcast clouds
693,Chikwawa,MW,-16.0335,34.8009,90.27,74,34,4.21,light rain
694,Springbok,ZA,-29.6643,17.8865,63.64,50,3,18.1,clear sky
695,Ambon,ID,-3.6954,128.1814,77.14,94,40,4.61,scattered clouds
696,Mumford,GH,5.2618,-0.759,84.67,73,48,16.28,scattered clouds
697,Kalanguy,RU,51.0167,116.5167,31.37,59,53,13.96,broken clouds
698,El Tigre,VE,8.8875,-64.2454,87.17,47,40,16.08,scattered clouds
