City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
274,Clermont,FR,4/11/22 15:20,49.5,2.4167,65.71,57,100,11.97
275,Yaan,NG,4/11/22 15:20,7.3833,8.5667,102.24,26,22,1.48
276,Laguna,US,4/11/22 15:20,38.421,-121.4238,53.06,81,100,13.8
277,Price,US,4/11/22 15:18,39.5994,-110.8107,42.12,19,0,5.75
278,Tessalit,ML,4/11/22 15:20,20.1986,1.0114,102.02,4,0,15.1
279,Vila Franca Do Campo,PT,4/11/22 15:20,37.7167,-25.4333,61.21,82,98,13.31
280,Banikoara,BJ,4/11/22 15:20,11.2985,2.4386,103.39,18,71,3.27
281,Hobyo,SO,4/11/22 15:20,5.3505,48.5268,84.15,68,7,12.55
282,Bahia Blanca,AR,4/11/22 15:20,-38.7196,-62.2724,59.34,66,79,5.66
283,Port Hardy,CA,4/11/22 15:20,50.6996,-127.4199,41,65,20,6.91
284,Chingirlau,KZ,4/11/22 15:20,51.095,54.0814,53.49,76,85,9.13
285,Mirnyy,RU,4/11/22 15:20,62.5353,113.9611,26.24,33,100,7
286,Tabou,CI,4/11/22 15:20,4.423,-7.3528,85.55,68,58,9.62
287,Torbay,CA,4/11/22 15:20,47.6666,-52.7314,37.76,95,100,13.8
288,Mar Del Plata,AR,4/11/22 15:20,-38.0023,-57.5575,66.22,99,75,8.05
289,Bissau,GW,4/11/22 15:20,11.8636,-15.5977,96.91,26,0,8.05
290,Tingo Maria,PE,4/11/22 15:20,-9.2895,-76.0088,79.11,73,20,2.3
291,Fenoarivo,MG,4/11/22 15:20,-18.933,47.4354,64.47,72,40,11.5
292,Beloha,MG,4/11/22 15:20,-25.1667,45.05,73.89,80,71,19.01
293,Kailua,US,4/11/22 15:20,21.4022,-157.7394,74.14,84,68,3
294,Pangnirtung,CA,4/11/22 15:20,66.1451,-65.7125,19.4,63,20,2.3
295,Vozdvizhenka,RU,4/11/22 15:20,43.9,131.95,48.07,94,100,8.12
296,Maragogi,BR,4/11/22 15:20,-9.0122,-35.2225,83.21,65,95,5.17
297,Micheweni,TZ,4/11/22 15:20,-4.9667,39.8333,84.81,67,78,12.01
298,Etchoropo,MX,4/11/22 15:20,26.7667,-109.6667,70.43,76,3,14.52
299,Amparafaravola,MG,4/11/22 15:20,-17.5833,48.2167,66.78,81,21,10.56
300,Skjervoy,NO,4/11/22 15:20,70.0311,20.9714,35.6,99,100,22.97
301,Kinston,US,4/11/22 15:17,35.2627,-77.5816,72.93,35,0,4.61
302,Srandakan,ID,4/11/22 15:20,-7.9386,110.2506,78.69,84,26,4.45
303,Mayumba,GA,4/11/22 15:20,-3.432,10.6554,81.45,79,98,6.67
304,Boguchany,RU,4/11/22 15:20,58.3814,97.4531,28.4,93,100,3.09
305,Cherskiy,RU,4/11/22 15:20,68.75,161.3,-13.88,97,98,7.78
306,Kaliua,TZ,4/11/22 15:20,-5.0606,31.7936,77.09,67,92,4.79
307,Anamur,TR,4/11/22 15:20,36.0751,32.8369,58.75,70,19,22.73
308,Socorro,US,4/11/22 15:20,31.6546,-106.3033,69.06,32,0,19.57
309,Nenjiang,CN,4/11/22 15:20,49.1833,125.2167,34.93,74,100,5.7
310,Dalby,AU,4/11/22 15:20,-27.1833,151.2667,70.45,65,22,5.1
311,Sterling,US,4/11/22 15:18,39.0062,-77.4286,57.52,50,40,8.05
312,Matara,LK,4/11/22 15:20,5.9485,80.5353,80.53,82,99,7.11
313,Fairbanks,US,4/11/22 15:19,64.8378,-147.7164,24.82,83,0,1.01
314,Shingu,JP,4/11/22 15:20,33.7333,135.9833,59.67,85,100,3.2
